time_tag,satellite,He,Hp,Hn,total,arcjet_flag
2024-08-17T01:58:00Z,16,54.09043503,76.85637665,-3.996689796,94.06738281,False
2024-08-17T01:59:00Z,16,54.08732224,77.03501129,-4.150452614,94.21825409,False
2024-08-17T02:00:00Z,16,53.70973206,77.23454285,-3.967798948,94.15777588,False
2024-08-17T02:01:00Z,16,53.99681091,77.15193176,-4.341384888,94.27073669,False
2024-08-17T02:02:00Z,16,54.19799042,77.11759186,-4.282563686,94.35523987,False
2024-08-17T02:03:00Z,16,54.18577194,77.08067322,-4.181518555,94.31345367,False
2024-08-17T02:04:00Z,16,53.99731064,77.12909698,-4.193048,94.24546814,False
2024-08-17T02:05:00Z,16,54.13103104,77.04468536,-4.327265263,94.25925446,False
2024-08-17T02:06:00Z,16,54.35070801,76.93118286,-4.34555912,94.29376221,False
2024-08-17T02:07:00Z,16,54.21574783,77.06149292,-4.274567604,94.31921387,False
2024-08-17T02:08:00Z,16,54.13945389,77.00546265,-4.391539574,94.2349472,False
2024-08-17T02:09:00Z,16,54.08792877,76.99399567,-4.065415382,94.181427,False
2024-08-17T02:10:00Z,16,53.94970703,77.06041718,-4.220072269,94.16326141,False
2024-08-17T02:11:00Z,16,53.80089188,76.93190002,-3.691917896,93.95056152,False
2024-08-17T02:12:00Z,16,54.13672638,77.02144623,-4.071815968,94.23210907,False
2024-08-17T02:13:00Z,16,54.22627258,76.93942261,-3.935915947,94.21083069,False
2024-08-17T02:14:00Z,16,54.26491547,76.96575165,-4.235641956,94.26778412,False
2024-08-17T02:15:00Z,16,54.37382889,76.79249573,-4.197490215,94.18736267,False
2024-08-17T02:16:00Z,16,54.33482361,76.68138885,-4.182850361,94.07356262,False
2024-08-17T02:17:00Z,16,54.51538467,76.68123627,-4.247634888,94.18075562,False
2024-08-17T02:18:00Z,16,54.79066467,76.60641479,-4.331304073,94.28357697,False
2024-08-17T02:19:00Z,16,54.83647537,76.52138519,-4.32215929,94.2405777,False
2024-08-17T02:20:00Z,16,54.77800369,76.46185303,-4.301317692,94.15727234,False
2024-08-17T02:21:00Z,16,54.6903038,76.51198578,-4.302153587,94.14717102,False
2024-08-17T02:22:00Z,16,54.56019592,76.70032501,-4.028870583,94.212677,False
2024-08-17T02:23:00Z,16,55.10842896,76.63548279,-4.088328362,94.48104095,False
2024-08-17T02:24:00Z,16,55.02707291,76.24765015,-3.858573675,94.10977936,False
2024-08-17T02:25:00Z,16,53.71537399,74.22163391,-2.829627037,91.66422272,False
2024-08-17T02:26:00Z,16,53.02800369,73.5056076,-2.32070446,90.66683197,False
2024-08-17T02:27:00Z,16,53.00314331,72.98847198,-1.692741156,90.21988678,False
